Datetime,Title,Brief
NHẬN ĐỊNH THỊ TRƯỜNG 26/09 17:10,Vietstock Daily 27/09/2024: VN-Index đứng trước bài test quan trọng?,"VN-Index tăng điểm 3 phiên liên tiếp gần đây đồng thời hướng đến đỉnh cũ tháng 7/2024 (tương đương vùng 1,290-1,300 điểm). Đây là ngưỡng kháng cự..."
NHẬN ĐỊNH THỊ TRƯỜNG 26/09 15:37,"Nhịp đập Thị trường 26/09: VN-Index vượt 1,290 điểm, rung lắc mạnh trong vùng kháng cự","Thị trường phiên 26/09 duy trì sắc xanh trong toàn bộ thời lượng và mang lại nhiều cung bậc cảm xúc khác nhau, với việc liên tục “đổi hướng” trong..."
NHẬN ĐỊNH THỊ TRƯỜNG 25/09 20:00,Thị trường chứng quyền 26/09/2024: Giá trị giao dịch toàn thị trường tăng gần 60%,"Kết thúc phiên giao dịch ngày 25/09/2024, toàn thị trường có 52 mã tăng, 21 mã giảm và 16 mã tham chiếu. Khối ngoại tiếp tục mua ròng với tổng mức..."
NHẬN ĐỊNH THỊ TRƯỜNG 25/09 19:30,Chứng khoán phái sinh ngày 26/09/2024: Các tín hiệu đang ủng hộ phe Long,Các hợp đồng tương lai đồng loạt tăng điểm trong phiên giao dịch ngày 25/09/2024. VN30-Index tăng điểm mạnh đồng thời xuất hiện mẫu hình nến Rising...
NHẬN ĐỊNH THỊ TRƯỜNG 25/09 17:14,Vietstock Daily 26/09/2024: Tiếp nối đà tăng,"VN-Index tiếp nối đà tăng trước đó với phiên tăng điểm tích cực đồng thời xuất hiện mẫu hình nến Rising Window. Ngoài ra, khối lượng giao dịch vượt..."
NHẬN ĐỊNH THỊ TRƯỜNG 25/09 15:47,"Nhịp đập Thị trường 25/09: Dòng tiền chọn cổ phiếu ngành tài chính, VN-Index tăng hơn 10 điểm","Kết thúc phiên giao dịch, VN-Index tăng 10.49 điểm (0.82%), lên mức 1,287.48 điểm; HNX-Index tăng 1.52 điểm (0.65%), lên mức 235.84 điểm. Độ rộng..."
NHẬN ĐỊNH THỊ TRƯỜNG 24/09 20:00,Thị trường chứng quyền 25/09/2024: Khối ngoại duy trì trạng thái mua ròng,"Kết thúc phiên giao dịch ngày 24/09/2024, toàn thị trường có 42 mã tăng, 22 mã giảm và 25 mã tham chiếu. Khối ngoại tiếp tục mua ròng với tổng mức..."
NHẬN ĐỊNH THỊ TRƯỜNG 24/09 19:30,Chứng khoán phái sinh ngày 25/09/2024: Tâm lý lạc quan vẫn hiện hữu,Các hợp đồng tương lai đồng loạt tăng điểm trong phiên giao dịch ngày 24/09/2024. VN30-Index tăng điểm mạnh cùng với khối lượng giao dịch vượt mức...
NHẬN ĐỊNH THỊ TRƯỜNG 24/09 17:03,Vietstock Daily 25/09/2024: Tín hiệu tích cực quay trở lại?,VN-Index tăng điểm tích cực và duy trì trên đường Middle của Bollinger Bands. Nếu chỉ số tiếp tục giữ vững trên ngưỡng này đồng thời khối lượng giao...
NHẬN ĐỊNH THỊ TRƯỜNG 24/09 15:56,"Nhịp đập Thị trường 24/09: Bứt phá cuối ngày, VN-Index tăng hơn 8.5 điểm","Dù duy trì thế giằng co trong phần lớn thời lượng của phiên giao dịch 24/09, VN-Index bỗng chốc tăng tốc từ sau 14h10 để từ mức nhỉnh hơn tham chiếu..."
NHẬN ĐỊNH THỊ TRƯỜNG 23/09 20:00,Thị trường chứng quyền 24/09/2024: Triển vọng thị trường đang khá tiêu cực,"Kết thúc phiên giao dịch ngày 23/09/2024, toàn thị trường có 15 mã tăng, 61 mã giảm và 15 mã tham chiếu. Khối ngoại tiếp tục mua ròng với tổng mức..."
NHẬN ĐỊNH THỊ TRƯỜNG 23/09 19:30,Chứng khoán phái sinh ngày 24/09/2024: Kết thúc chuỗi mua ròng của khối ngoại,Các hợp đồng tương lai đồng loạt giảm điểm trong phiên giao dịch ngày 23/09/2024. VN30-Index kết thúc chuỗi tăng 4 phiên liên tiếp cùng với khối...
NHẬN ĐỊNH THỊ TRƯỜNG 23/09 17:07,Vietstock Daily 24/09/2024: Chưa thoát khỏi tâm lý thận trọng,"VN-Index giảm nhẹ đồng thời chững lại đà tăng 4 phiên liên tiếp gần đây. Bên cạnh đó, khối lượng giao dịch sụt giảm và nằm dưới mức trung bình 20..."
NHẬN ĐỊNH THỊ TRƯỜNG 23/09 15:12,Nhịp đập Thị trường 23/09: Áp lực bán tiếp tục chiếm ưu thế,"Kết thúc phiên giao dịch, VN-Index giảm 3.56 điểm (-0.2%), về mức 1,268.48 điểm; HNX-Index giảm 0.92 điểm (-0.39%), lên mức 233.38 điểm. Độ rộng toàn..."
NHẬN ĐỊNH THỊ TRƯỜNG 22/09 19:02,Thị trường chứng quyền tuần 23-27/09/2024: Giá trị giao dịch toàn thị trường tăng hơn 100%,"Kết thúc phiên giao dịch ngày 20/09/2024, toàn thị trường có 55 mã tăng, 25 mã giảm và 11 mã tham chiếu. Khối ngoại tiếp tục mua ròng với tổng mức..."
NHẬN ĐỊNH THỊ TRƯỜNG 22/09 18:02,Vietstock Weekly 23-27/09/2024: Kỳ vọng dòng tiền quay trở lại,"VN-Index hồi phục tích cực trở lại trong tuần qua, sau đợt giảm điểm kéo dài kể từ cuối tháng 8/2024. Đồng thời, chỉ số đã vượt lên trên đường Middle..."
NHẬN ĐỊNH THỊ TRƯỜNG 21/09 20:02,Chứng khoán phái sinh tuần 23-27/09/2024: Khối ngoại tiếp tục mua ròng mạnh,Các hợp đồng tương lai đồng loạt tăng điểm trong phiên giao dịch ngày 20/09/2024. VN30-Index tăng điểm cùng với khối lượng giao dịch vượt mức trung...
NHẬN ĐỊNH THỊ TRƯỜNG 20/09 17:10,Chứng khoán Tuần 16-20/09/2024: Đà hồi phục chưa ổn định,"VN-Index ghi nhận sắc xanh đồng thời duy trì 4 phiên tăng điểm liên tiếp, qua đó tạo lực đỡ cho chỉ số tránh khỏi phiên giảm sâu vào đầu tuần. Bên..."
NHẬN ĐỊNH THỊ TRƯỜNG 20/09 15:37,"Nhịp đập Thị trường 20/09: Thoát khỏi áp lực cơ cấu ETF trong “gang tấc”, VN-Index bảo toàn sắc xanh","Kết thúc phiên giao dịch, VN-Index tăng nhẹ 0.77 điểm (0.06%), lên mức 1,272.04 điểm; HNX-Index tăng 0.53 điểm (0.23%), lên mức 234.3 điểm. Độ rộng..."
NHẬN ĐỊNH THỊ TRƯỜNG 19/09 20:00,Thị trường chứng quyền 20/09/2024: Tâm lý lạc quan vẫn hiện hữu,"Kết thúc phiên giao dịch ngày 19/09/2024, toàn thị trường có 44 mã tăng, 22 mã giảm và 29 mã tham chiếu. Khối ngoại tiếp tục mua ròng với tổng mức..."
NHẬN ĐỊNH THỊ TRƯỜNG 19/09 19:30,Chứng khoán phái sinh ngày 20/09/2024: Khối ngoại mua ròng mạnh,"Các hợp đồng tương lai đồng loạt tăng điểm trong phiên giao dịch ngày 19/09/2024. VN30-Index tiếp tục kéo dài chuỗi 3 phiên tăng liên tiếp, đồng thời..."
NHẬN ĐỊNH THỊ TRƯỜNG 19/09 17:10,Vietstock Daily 20/09/2024: Đà tăng được ủng hộ?,"VN-Index tăng điểm 3 phiên liên tiếp, đồng thời vượt lên trên đường Middle của Bollinger Bands. Tuy nhiên, khối lượng giao dịch cần nằm trên mức..."
NHẬN ĐỊNH THỊ TRƯỜNG 19/09 16:17,"Nhịp đập Thị trường 19/09: Kéo mạnh cuối phiên, VN-Index tăng hơn 6 điểm","Liên tục giằng co trong hầu hết thời lượng của ngày giao dịch 19/09, VN-Index bắt đầu tăng tốc từ thời điểm 14h để kết thúc với mức tăng 6.37 điểm..."
NHẬN ĐỊNH THỊ TRƯỜNG 18/09 20:00,Thị trường chứng quyền 19/09/2024: Khối ngoại quay lại mua ròng mạnh,"Kết thúc phiên giao dịch ngày 18/09/2024, toàn thị trường có 40 mã tăng, 33 mã giảm và 22 mã tham chiếu. Khối ngoại quay lại mua ròng với tổng mức..."
NHẬN ĐỊNH THỊ TRƯỜNG 18/09 19:30,Chứng khoán phái sinh ngày 19/09/2024: Triển vọng ngắn hạn đang được cải thiện,Các hợp đồng tương lai đồng loạt tăng điểm trong phiên giao dịch ngày 18/09/2024. VN30-Index tăng điểm cùng với khối lượng giao dịch tăng mạnh và...
NHẬN ĐỊNH THỊ TRƯỜNG 18/09 17:28,Vietstock Daily 19/09/2024: Tiếp nối đà tăng,VN-Index tiếp nối đà tăng trước đó với phiên tăng điểm tích cực đồng thời khối lượng giao dịch vượt lên trên mức trung bình 20 ngày. Đây là tín hiệu...
NHẬN ĐỊNH THỊ TRƯỜNG 18/09 15:17,"Nhịp đập Thị trường 18/09: Áp lực bán gia tăng về cuối phiên, VN-Index bảo toàn sắc xanh","Kết thúc phiên giao dịch, VN-Index tăng 5.95 điểm (0.47%), lên mức 1,264.9 điểm; HNX-Index tăng 0.65 điểm (0.28%), lên mức 232.95 điểm. Độ rộng toàn..."
NHẬN ĐỊNH THỊ TRƯỜNG 17/09 20:00,Thị trường chứng quyền 18/09/2024: Tâm lý nhà đầu tư đã bớt bi quan,"Kết thúc phiên giao dịch ngày 17/09/2024, toàn thị trường có 66 mã tăng, 11 mã giảm và 18 mã tham chiếu. Khối ngoại tiếp tục bán ròng với tổng mức..."
NHẬN ĐỊNH THỊ TRƯỜNG 17/09 19:30,Chứng khoán phái sinh ngày 18/09/2024: Tình hình đã bớt bi quan,Các hợp đồng tương lai đồng loạt tăng điểm trong phiên giao dịch ngày 17/09/2024. VN30-Index tăng điểm mạnh đồng thời xuất hiện mẫu hình nến White...
NHẬN ĐỊNH THỊ TRƯỜNG 17/09 17:28,Vietstock Daily 18/09/2024: Sự lạc quan đang trở lại,"VN-Index tăng mạnh trở lại với sự xuất hiện mẫu hình nến White Marubozu. Tuy nhiên, khối lượng giao dịch cần vượt trên mức trung bình 20 ngày để đà..."
NHẬN ĐỊNH THỊ TRƯỜNG 17/09 15:22,"Nhịp đập Thị trường 17/09: Tỉnh giấc, VN-Index tăng gần 20 điểm","Ấn tượng thị trường lình xình trong phiên sáng đã khiến giới đầu tư có phần tự tin về một phiên chiều “buồn ngủ”. Tuy vậy, ngài thị trường luôn biết..."
NHẬN ĐỊNH THỊ TRƯỜNG 16/09 20:00,Thị trường chứng quyền 17/09/2024: Đỏ lửa cùng thị trường cơ sở,"Kết thúc phiên giao dịch ngày 16/09/2024, toàn thị trường có 11 mã tăng, 73 mã giảm và 11 mã tham chiếu. Khối ngoại quay lại bán ròng với tổng mức..."
NHẬN ĐỊNH THỊ TRƯỜNG 16/09 19:30,Chứng khoán phái sinh ngày 17/09/2024: Phe Short lên ngôi,Các hợp đồng tương lai đồng loạt giảm điểm trong phiên giao dịch ngày 16/09/2024. VN30-Index giảm điểm mạnh cùng với khối lượng giao dịch tiếp tục...
NHẬN ĐỊNH THỊ TRƯỜNG 16/09 17:06,Vietstock Daily 17/09/2024: Triển vọng ngắn hạn vẫn còn bi quan,VN-Index giảm điểm mạnh trong bối cảnh thanh khoản tiếp tục nằm dưới mức trung bình 20 ngày cho thấy dòng tiền tham gia vào thị trường vẫn còn thận...
NHẬN ĐỊNH THỊ TRƯỜNG 16/09 15:32,"Nhịp đập Thị trường 16/09: Nhóm bất động sản tiếp tục tiêu cực, VN-Index lui về dưới mốc 1,240 điểm","Kết thúc phiên giao dịch, VN-Index giảm 12.45 điểm (-0.99%), về mức 1,239.26 điểm; HNX-Index giảm 1.58 điểm (-0.68%), lên mức 230.84 điểm. Độ rộng..."
NHẬN ĐỊNH THỊ TRƯỜNG 15/09 20:00,Thị trường chứng quyền tuần 16-20/09/2024: Thị trường vẫn đang tiềm ẩn nhiều rủi ro,"Kết thúc phiên giao dịch ngày 13/09/2024, toàn thị trường có 17 mã tăng, 55 mã giảm và 23 mã tham chiếu. Khối ngoại tiếp tục mua ròng với tổng mức..."
NHẬN ĐỊNH THỊ TRƯỜNG 15/09 18:00,Vietstock Weekly 16-20/09/2024: Rủi ro ngắn hạn vẫn còn,VN-Index tiếp tục giảm điểm tuần thứ 3 liên tiếp với khối lượng giao dịch nằm dưới mức trung bình 20 tuần. Đây là điều đáng lo ngại khi tâm lý nhà...
NHẬN ĐỊNH THỊ TRƯỜNG 14/09 19:30,Chứng khoán phái sinh tuần 16-20/09/2024: Tiếp diễn trạng thái giằng co,Các hợp đồng tương lai đồng loạt giảm điểm trong phiên giao dịch ngày 13/09/2024. VN30-Index giảm điểm cùng với khối lượng giao dịch có sự sụt giảm...
NHẬN ĐỊNH THỊ TRƯỜNG 13/09 17:12,Chứng khoán Tuần 09-13/09/2024: Áp lực điều chỉnh ngắn hạn,VN-Index liên tiếp hứng chịu những phiên giảm điểm trong tuần vừa qua với khối lượng giao dịch sụt giảm và duy trì dưới mức trung bình 20 ngày. Điều...
NHẬN ĐỊNH THỊ TRƯỜNG 13/09 15:27,Nhịp đập Thị trường 13/09: VN-Index vẫn chưa thoát khỏi sắc đỏ,"Kết thúc phiên giao dịch, VN-Index giảm 4.64 điểm (-0.37%), về mức 1,251.71 điểm; HNX-Index tăng 0.52 điểm (+0.22%), lên mức 232.42 điểm. Độ rộng..."
NHẬN ĐỊNH THỊ TRƯỜNG 12/09 20:00,Thị trường chứng quyền 13/09/2024: Khối lượng giao dịch giảm hơn 40%,"Kết thúc phiên giao dịch ngày 12/09/2024, toàn thị trường có 40 mã tăng, 33 mã giảm và 22 mã tham chiếu. Khối ngoại quay lại mua ròng với tổng mức..."
NHẬN ĐỊNH THỊ TRƯỜNG 12/09 19:30,Chứng khoán phái sinh ngày 13/09/2024: Hiện tượng phân hóa đang diễn ra?,Các hợp đồng tương lai đồng loạt tăng điểm trong phiên giao dịch ngày 12/09/2024. VN30-Index tăng điểm đồng thời xuất hiện mẫu hình nến Doji cùng với...
NHẬN ĐỊNH THỊ TRƯỜNG 12/09 17:32,Vietstock Daily 13/09/2024: Chưa thể lạc quan trong ngắn hạn?,VN-Index tăng điểm trong bối cảnh khối lượng giao dịch vẫn duy trì dưới mức trung bình 20 ngày. Điều này phản ánh tâm lý thận trọng của nhà đầu tư...
NHẬN ĐỊNH THỊ TRƯỜNG 12/09 15:32,Nhịp đập Thị trường 12/09: Hồi phục sau cơn giông,"Thị trường duy trì sắc xanh trong toàn bộ phiên giao dịch 12/09, tuy nhiên mức tăng có sụt giảm đôi chút về cuối phiên chiều. Nhiều cổ phiếu trụ tăng..."
NHẬN ĐỊNH THỊ TRƯỜNG 11/09 20:00,Thị trường chứng quyền 12/09/2024: Tốt xấu đan xen,"Kết thúc phiên giao dịch ngày 11/09/2024, toàn thị trường có 36 mã tăng, 40 mã giảm và 19 mã tham chiếu. Khối ngoại tiếp tục bán ròng với tổng mức..."
NHẬN ĐỊNH THỊ TRƯỜNG 11/09 19:30,Chứng khoán phái sinh ngày 12/09/2024: Tâm lý thận trọng bao trùm thị trường,Các hợp đồng tương lai hầu hết đều giảm trong phiên giao dịch ngày 11/09/2024. VN30-Index giảm điểm nhẹ đồng thời xuất hiện mẫu hình nến Doji cùng...
NHẬN ĐỊNH THỊ TRƯỜNG 11/09 17:17,Vietstock Daily 12/09/2024: Triển vọng ngắn hạn vẫn còn bi quan,"VN-Index giảm nhẹ với sự xuất hiện mẫu hình nến Doji. Đồng thời, khối lượng giao dịch suy yếu và nằm dưới mức trung bình 20 ngày thể hiện tâm lý của..."
NHẬN ĐỊNH THỊ TRƯỜNG 11/09 15:27,Nhịp đập Thị trường 11/09: Ngành bất động sản và tài chính gây sức ép lên VN-Index,"Kết thúc phiên giao dịch, VN-Index giảm 1.96 điểm (-0.16%), về mức 1,253.27 điểm; HNX-Index giảm 0.24 điểm (-0.1%), về mức 231.45 điểm. Độ rộng toàn..."
NHẬN ĐỊNH THỊ TRƯỜNG 10/09 20:00,Thị trường chứng quyền 11/09/2024: Giá trị giao dịch toàn thị trường tăng hơn 58%,"Kết thúc phiên giao dịch ngày 10/09/2024, toàn thị trường có 13 mã tăng, 68 mã giảm và 14 mã tham chiếu. Khối ngoại quay lại bán ròng với tổng mức..."
NHẬN ĐỊNH THỊ TRƯỜNG 10/09 19:30,Chứng khoán phái sinh ngày 11/09/2024: Khối ngoại mua ròng mạnh trở lại,Các hợp đồng tương lai đồng loạt giảm điểm trong phiên giao dịch ngày 10/09/2024. VN30-Index giảm điểm cùng với khối lượng giao dịch vượt mức trung...
NHẬN ĐỊNH THỊ TRƯỜNG 10/09 17:12,Vietstock Daily 11/09/2024: Sự bi quan đang lớn dần,"VN-Index giảm mạnh với sự xuất hiện cây nến đỏ có thân dài, đồng thời cắt xuống dưới đường Middle của Bollinger Bands. Điều này thể hiện tâm lý của..."
NHẬN ĐỊNH THỊ TRƯỜNG 10/09 15:42,Nhịp đập Thị trường 10/09: Dòng tiền bắt đáy được kích hoạt song vẫn còn dè dặt,"Chứng khoán diễn biến tiêu cực trong phiên chiều ngày 10/09, VN-Index liên tục hướng tới các mức điểm thấp hơn. Về cuối phiên chiều, chỉ số hồi phục..."
NHẬN ĐỊNH THỊ TRƯỜNG 09/09 20:00,Thị trường chứng quyền 10/09/2024: Triển vọng thị trường vẫn còn tiêu cực,"Kết thúc phiên giao dịch ngày 09/09/2024, toàn thị trường có 17 mã tăng, 57 mã giảm và 21 mã tham chiếu. Khối ngoại tiếp tục mua ròng với tổng mức..."
NHẬN ĐỊNH THỊ TRƯỜNG 09/09 19:30,Chứng khoán phái sinh ngày 10/09/2024: Tâm lý thận trọng bao trùm thị trường,Các hợp đồng tương lai đồng loạt giảm điểm trong phiên giao dịch ngày 09/09/2024. VN30-Index giảm điểm cùng với khối lượng giao dịch có sự sụt giảm...
NHẬN ĐỊNH THỊ TRƯỜNG 09/09 17:15,Vietstock Daily 10/09/2024: Rủi ro điều chỉnh gia tăng,"VN-Index giảm điểm khá mạnh trong bối cảnh thanh khoản liên tục suy yếu và duy trì dưới mức trung bình 20 ngày. Hiện tại, chỉ báo Stochastic..."
NHẬN ĐỊNH THỊ TRƯỜNG 09/09 15:27,"Nhịp đập Thị trường 09/09: Bên bán tiếp tục chiếm ưu thế, thanh khoản tiếp tục suy yếu","Kết thúc phiên giao dịch, VN-Index giảm 6.23 điểm (-0.49%), về mức 1,267.73 điểm; HNX-Index giảm 1.19 điểm (-0.51%), về mức 233.46 điểm. Độ rộng toàn..."
NHẬN ĐỊNH THỊ TRƯỜNG 08/09 19:02,Thị trường chứng quyền tuần 09-13/09/2024: Triển vọng thị trường đã bớt tiêu cực,"Kết thúc phiên giao dịch ngày 06/09/2024, toàn thị trường có 42 mã tăng, 39 mã giảm và 14 mã tham chiếu. Khối ngoại quay lại mua ròng với tổng mức..."
NHẬN ĐỊNH THỊ TRƯỜNG 08/09 18:02,Vietstock Weekly 09-13/09/2024: Kỳ vọng lực cầu quay trở lại,"VN-Index bật tăng trở lại và kịp thời hồi phục ở phiên giao dịch cuối cùng, qua đó giảm bớt áp lực điều chỉnh từ các phiên trước. Mặt khác, khối..."
NHẬN ĐỊNH THỊ TRƯỜNG 07/09 20:02,Chứng khoán phái sinh tuần 09-13/09/2024: Khối ngoại tiếp tục bán ròng,Các hợp đồng tương lai đồng loạt tăng điểm trong phiên giao dịch ngày 06/09/2024. VN30-Index tăng điểm cùng với thanh khoản có sự sụt giảm đáng kể và...
NHẬN ĐỊNH THỊ TRƯỜNG 06/09 17:32,Chứng khoán Tuần 04-06/09/2024: Tâm lý thận trọng bao trùm,"Sau các phiên giảm điểm gần đây, VN-Index đã phục hồi trở lại vào phiên giao dịch cuối tuần. Bên cạnh đó, việc khối ngoại quay lại mua ròng cũng..."
NHẬN ĐỊNH THỊ TRƯỜNG 06/09 15:02,"Nhịp đập Thị trường 06/09: Khối ngoại quay lại mua ròng, VN-Index ""lội ngược dòng"" thành công","Kết thúc phiên giao dịch, VN-Index tăng 5.75 điểm (0.45%), lên mức 1,273.96 điểm; HNX-Index giảm 0.31 điểm (-0.13%), xuống mức 234.65 điểm. Độ rộng..."
NHẬN ĐỊNH THỊ TRƯỜNG 05/09 20:00,Thị trường chứng quyền 06/09/2024: Tâm lý bi quan vẫn hiện hữu,"Kết thúc phiên giao dịch ngày 05/09/2024, toàn thị trường có 20 mã tăng, 61 mã giảm và 14 mã tham chiếu. Khối ngoại tiếp tục bán ròng với tổng mức..."
NHẬN ĐỊNH THỊ TRƯỜNG 05/09 19:30,Chứng khoán phái sinh ngày 06/09/2024: Hiện tượng phân hóa đang diễn ra,Các hợp đồng tương lai đồng loạt giảm điểm trong phiên giao dịch ngày 05/09/2024. VN30-Index giảm điểm cùng với khối lượng giao dịch vượt mức trung...
NHẬN ĐỊNH THỊ TRƯỜNG 05/09 17:22,Vietstock Daily 06/09/2024: Tâm lý bi quan bao trùm?,VN-Index tiếp tục giảm điểm đồng thời xuất hiện mẫu hình nến Bearish Engulfing chứng tỏ áp lực bán mạnh đang hiện diện và tâm lý bi quan bao trùm...
NHẬN ĐỊNH THỊ TRƯỜNG 05/09 15:22,"Nhịp đập Thị trường 05/09: Đuối sức về cuối phiên, VN-Index giảm gần 8 điểm","Dù có mở đầu đầy hứng khởi nhưng thị trường lại dần đánh mất toàn bộ điểm tăng, thậm chí giảm sâu trong phiên chiều. Kết phiên 05/09, VN-Index giảm..."
NHẬN ĐỊNH THỊ TRƯỜNG 04/09 20:00,Thị trường chứng quyền 05/09/2024: Tâm lý bi quan bao trùm,"Kết thúc phiên giao dịch ngày 04/09/2024, toàn thị trường có 9 mã tăng, 70 mã giảm và 16 mã tham chiếu. Khối ngoại quay lại bán ròng với tổng mức bán..."
NHẬN ĐỊNH THỊ TRƯỜNG 04/09 19:30,Chứng khoán phái sinh ngày 05/09/2024: Khối ngoại đang thận trọng,Các hợp đồng tương lai đồng loạt giảm điểm trong phiên giao dịch ngày 04/09/2024. VN30-Index giảm điểm cùng với mẫu hình nến Falling Window cho thấy...
NHẬN ĐỊNH THỊ TRƯỜNG 04/09 17:11,Vietstock Daily 05/09/2024: Tâm lý bi quan xuất hiện,"VN-Index giảm điểm khá tiêu cực với sự xuất hiện của mẫu hình nến Falling Window thể hiện tâm lý bi quan của nhà đầu tư. Bên cạnh đó, khối lượng giao..."
NHẬN ĐỊNH THỊ TRƯỜNG 04/09 15:22,"Nhịp đập Thị trường 04/09: Nỗ lực phục hồi bất thành, thị trường không thoát khỏi sắc đỏ","Kết thúc phiên giao dịch, VN-Index giảm 8.07 điểm (-0.63%), về mức 1,275.8 điểm; HNX-Index giảm 1.42 điểm (-0.6%), về mức 236.14 điểm. Độ rộng toàn..."
NHẬN ĐỊNH THỊ TRƯỜNG 03/09 18:02,Vietstock Weekly 04-06/09/2024: Khả năng sẽ tiếp tục rung lắc,"VN-Index chững lại đà tăng, đồng thời liên tục giằng co quanh đỉnh cũ tháng 6 và tháng 7/2024 (tương đương vùng 1,280-1,300 điểm). Bên cạnh đó, khối..."
NHẬN ĐỊNH THỊ TRƯỜNG 02/09 19:02,Thị trường chứng quyền tuần 04-06/09/2024: Sắc xanh đỏ đan xen,"Kết thúc phiên giao dịch ngày 30/08/2024, toàn thị trường có 33 mã tăng, 35 mã giảm và 27 mã tham chiếu. Khối ngoại tiếp tục mua ròng với tổng mức..."
NHẬN ĐỊNH THỊ TRƯỜNG 01/09 20:02,Chứng khoán phái sinh tuần 04-06/09/2024: Khối ngoại tiếp tục bán ròng,Các hợp đồng tương lai đồng loạt tăng điểm trong phiên giao dịch ngày 30/08/2024. VN30-Index tăng điểm cùng với thanh khoản có sự sụt giảm đáng kể và...
NHẬN ĐỊNH THỊ TRƯỜNG 30/08 17:05,Chứng khoán Tuần 26-30/08/2024: Đà hồi phục chưa ổn định,"VN-Index ghi nhận sắc xanh đồng thời duy trì đà hồi phục với 4 phiên tăng điểm liên tiếp, qua đó tạo lực đỡ cho chỉ số tránh khỏi phiên giảm sâu vào..."
NHẬN ĐỊNH THỊ TRƯỜNG 30/08 15:22,Nhịp đập Thị trường 30/08: Thận trọng trước kỳ nghỉ lễ,"Kết thúc phiên giao dịch, VN-Index tăng 2.4 điểm (0.19%), lên mức 1,283.87 điểm; HNX-Index giảm 0.32 điểm (-0.13%), xuống mức 237.56 điểm. Độ rộng..."
NHẬN ĐỊNH THỊ TRƯỜNG 29/08 20:00,Thị trường chứng quyền 30/08/2024: Tình hình đã bớt bi quan?,"Kết thúc phiên giao dịch ngày 29/08/2024, toàn thị trường có 41 mã tăng, 32 mã giảm và 22 mã tham chiếu. Khối ngoại quay lại mua ròng với tổng mức..."
NHẬN ĐỊNH THỊ TRƯỜNG 29/08 19:30,Chứng khoán phái sinh ngày 30/08/2024: Tâm lý lạc quan trước kỳ nghỉ lễ,Các hợp đồng tương lai hầu hết đều tăng trong phiên giao dịch ngày 29/08/2024. VN30-Index tăng điểm cùng với khối lượng giao dịch vượt mức trung bình...
NHẬN ĐỊNH THỊ TRƯỜNG 29/08 17:11,Vietstock Daily 30/08/2024: Duy trì thế trận giằng co?,VN-Index tăng nhẹ đồng thời tiếp tục duy trì thế trận giằng co với khối lượng giao dịch trồi sụt thất thường quanh mức trung bình 20 ngày. Điều này...
NHẬN ĐỊNH THỊ TRƯỜNG 29/08 15:32,"Nhịp đập Thị trường 29/08: Giao dịch không quá sôi động, VN-Index chỉ nhích nhẹ 0.03 điểm","VN-Index trải qua ngày giao dịch không quá sôi động để rồi kết phiên nhích thêm 0.03 điểm lên mốc 1,281.47. Diễn biến trong phiên chịu nhiều chi phối..."
NHẬN ĐỊNH THỊ TRƯỜNG 28/08 20:00,Thị trường chứng quyền 29/08/2024: Diễn biến phân hóa kéo dài,"Kết thúc phiên giao dịch ngày 28/08/2024, toàn thị trường có 26 mã tăng, 49 mã giảm và 20 mã tham chiếu. Khối ngoại tiếp tục bán ròng với tổng mức..."
NHẬN ĐỊNH THỊ TRƯỜNG 28/08 19:30,Chứng khoán phái sinh ngày 29/08/2024: Tiếp diễn trạng thái giằng co,Các hợp đồng tương lai đồng loạt tăng điểm trong phiên giao dịch ngày 28/08/2024. VN30-Index tăng điểm cùng với khối lượng giao dịch có sự sụt giảm...
NHẬN ĐỊNH THỊ TRƯỜNG 28/08 17:05,Vietstock Daily 29/08/2024: Rung lắc khi test đỉnh cũ,"VN-Index tăng nhẹ đồng thời liên tục rung lắc quanh đỉnh cũ tháng 7/2024 (tương đương vùng 1,280-1,285 điểm) trong suốt các phiên gần đây. Hiện tại..."
NHẬN ĐỊNH THỊ TRƯỜNG 28/08 15:22,"Nhịp đập Thị trường 28/08: VN-Index giằng co quyết liệt, phe mua bảo toàn được sắc xanh","Kết thúc phiên giao dịch, VN-Index tăng 0.88 điểm (0.07%), lên mức 1,281.44 điểm; HNX-Index giảm 0.68 điểm (-0.28%), xuống mức 238.23 điểm. Độ rộng..."
NHẬN ĐỊNH THỊ TRƯỜNG 27/08 20:00,Thị trường chứng quyền 28/08/2024: Khối ngoại tiếp tục bán ròng mạnh,"Kết thúc phiên giao dịch ngày 27/08/2024, toàn thị trường có 32 mã tăng, 45 mã giảm và 18 mã tham chiếu. Khối ngoại tiếp tục bán ròng với tổng mức..."
NHẬN ĐỊNH THỊ TRƯỜNG 27/08 19:30,Chứng khoán phái sinh ngày 28/08/2024: Khối ngoại tiếp tục bán ròng,Các hợp đồng tương lai hầu hết đều tăng trong phiên giao dịch ngày 27/08/2024. VN30-Index tăng điểm cùng với khối lượng giao dịch có sự sụt giảm nhẹ...
NHẬN ĐỊNH THỊ TRƯỜNG 27/08 17:15,Vietstock Daily 28/08/2024: Tăng giảm đan xen,"VN-Index tăng nhẹ đồng thời liên tục giằng co với các phiên tăng giảm đan xen trong thời gian gần đây. Bên cạnh đó, chỉ số xuất hiện mẫu hình nến..."
