,Datetime,Title,Brief,label,score
249,PHÂN TÍCH KỸ THUẬT 26/12 10:00,Ngày 26/12/2024: 10 cổ phiếu nóng dưới góc nhìn PTKT của Vietstock,"Các cổ phiếu nóng được phân tích trong báo cáo của Phòng Tư vấn Vietstock gồm: ACB, DPM, HDB, OCB, MSN, SHB, TCB, VPB, VJC và VNM.",Very Negative,0.5322708487510681
250,PHÂN TÍCH KỸ THUẬT 25/12 12:09,Phân tích kỹ thuật phiên chiều 25/12: Tình hình chuyển biến tích cực hơn,VN-Index và HNX-Index đồng loạt tăng điểm cùng thanh khoản có sự gia tăng mạnh trong phiên sáng và người viết dự kiến sẽ vượt mức trung bình 20 phiên...,Neutral,0.29164937138557434
251,PHÂN TÍCH KỸ THUẬT 24/12 12:08,Phân tích kỹ thuật phiên chiều 24/12: Áp lực bán vẫn còn,VN-Index và HNX-Index đồng loạt giảm điểm cùng với khối lượng giao dịch có sự gia tăng nhẹ trong phiên sáng cho thấy tâm lý nhà đầu tư đang khá bi...,Very Negative,0.28859925270080566
252,PHÂN TÍCH KỸ THUẬT 24/12 10:00,Ngày 24/12/2024: 10 cổ phiếu nóng dưới góc nhìn PTKT của Vietstock,"Các cổ phiếu nóng được phân tích trong báo cáo của Phòng Tư vấn Vietstock gồm: ACB, DPM, HDB, OCB, MSN, SHB, TCB, VPB, VJC và VNM.",Very Negative,0.5170563459396362
253,PHÂN TÍCH KỸ THUẬT 23/12 12:30,Phân tích kỹ thuật phiên chiều 23/12: Tình hình đã bớt bi quan,VN-Index và HNX-Index đồng loạt tăng điểm cùng với thanh khoản có sự gia tăng nhẹ trong phiên sáng cho thấy tâm lý nhà đầu tư đang được cải thiện.,Very Negative,0.35902824997901917
254,PHÂN TÍCH KỸ THUẬT 23/12 10:00,Tuần 23-27/12/2024: 10 cổ phiếu nóng dưới góc nhìn PTKT của Vietstock,"Các cổ phiếu nóng được phân tích trong báo cáo của Phòng Tư vấn Vietstock gồm: ACB, BVH, CTR, OCB, MSN, SHB, TCB, VPB, VJC và VNM.",Very Negative,0.3825950622558594
255,PHÂN TÍCH KỸ THUẬT 22/12 07:30,Phân tích kỹ thuật chứng khoán Việt Nam: Tuần 23-27/12/2024,Chiến lược đầu tư & Phân tích kỹ thuật chuyên sâu thị trường chứng khoán Việt Nam.,Neutral,0.4738386869430542
256,PHÂN TÍCH KỸ THUẬT 20/12 12:08,Phân tích kỹ thuật phiên chiều 20/12: Tâm lý thận trọng bao trùm thị trường,VN-Index và HNX-Index tăng giảm trái chiều cùng với thanh khoản có sự sụt giảm đáng kể trong phiên sáng cho thấy nhà đầu tư đang khá thận trọng trong...,Very Positive,0.2979934513568878
257,PHÂN TÍCH KỸ THUẬT 19/12 12:06,Phân tích kỹ thuật phiên chiều 19/12: Tâm lý bi quan bất ngờ xuất hiện,VN-Index và HNX-Index đồng loạt giảm điểm cùng với khối lượng giao dịch có sự gia tăng đáng kể trong phiên sáng cho thấy tâm lý nhà đầu tư đang khá...,Neutral,0.3559199273586273
258,PHÂN TÍCH KỸ THUẬT 19/12 10:00,Ngày 19/12/2024: 10 cổ phiếu nóng dưới góc nhìn PTKT của Vietstock,"Các cổ phiếu nóng được phân tích trong báo cáo của Phòng Tư vấn Vietstock gồm: ACB, BVH, CTR, OCB, MSN, SHB, TCB, VPB, VJC và VNM.",Very Negative,0.5195798873901367
259,PHÂN TÍCH KỸ THUẬT 18/12 11:56,Phân tích kỹ thuật phiên chiều 18/12: Tiếp diễn trạng thái giằng co,VN-Index và HNX-Index đồng loạt giảm điểm đồng thời xuất hiện mẫu hình nến Doji cùng với khối lượng giao dịch có sự sụt giảm nhẹ trong phiên sáng cho...,Neutral,0.3494999408721924
260,PHÂN TÍCH KỸ THUẬT 17/12 12:03,Phân tích kỹ thuật phiên chiều 17/12: Yếu tố phân hóa đang chi phối thị trường,VN-Index và HNX-Index đồng loạt giảm điểm cùng với thanh khoản chưa có sự cải thiện rõ ràng trong phiên sáng cho thấy nhà đầu tư đang khá phân vân...,Neutral,0.371297150850296
261,PHÂN TÍCH KỸ THUẬT 17/12 10:00,Ngày 17/12/2024: 10 cổ phiếu nóng dưới góc nhìn PTKT của Vietstock,"Các cổ phiếu nóng được phân tích trong báo cáo của Phòng Tư vấn Vietstock gồm: ACB, BVH, CTR, OCB, MSN, SHB, TCB, VPB, VJC và VNM.",Very Negative,0.5263054966926575
262,PHÂN TÍCH KỸ THUẬT 16/12 12:32,Phân tích kỹ thuật phiên chiều 16/12: Tâm lý thận trọng dần xuất hiện,VN-Index và HNX-Index đồng loạt giảm điểm cùng với khối lượng giao dịch chưa có sự cải thiện rõ ràng trong phiên sáng cho thấy tâm lý nhà đầu tư vẫn...,Neutral,0.2694806456565857
263,PHÂN TÍCH KỸ THUẬT 16/12 10:02,Tuần 16-20/12/2024: 10 cổ phiếu nóng dưới góc nhìn PTKT của Vietstock,"Các cổ phiếu nóng được phân tích trong báo cáo của Phòng Tư vấn Vietstock gồm: ACB, BVH, CTR, OCB, MSN, SHB, TCB, VPB, VJC và VNM.",Very Negative,0.36953842639923096
264,NHẬN ĐỊNH - PHÂN TÍCH 16/12 09:28,Giá vàng sẽ biến động ra sao trong năm 2025?,Với sự xuất hiện của mẫu hình Cup and Handle cũng như các tín hiệu dài hạn thì việc giá vàng tiếp tục đà tăng là rất lớn. Mục...,Neutral,0.35143470764160156
265,PHÂN TÍCH KỸ THUẬT 15/12 07:32,Phân tích kỹ thuật chứng khoán Việt Nam: Tuần 16-20/12/2024,Chiến lược đầu tư & Phân tích kỹ thuật chuyên sâu thị trường chứng khoán Việt Nam.,Neutral,0.4916762709617615
266,PHÂN TÍCH KỸ THUẬT 13/12 12:03,Phân tích kỹ thuật phiên chiều 13/12: Tâm lý thận trọng đang chi phối thị trường,VN-Index và HNX-Index đồng loạt giảm điểm cùng với thanh khoản có sự sụt giảm đáng kể trong phiên sáng trong phiên sáng cho thấy nhà đầu tư đang khá...,Neutral,0.387958288192749
267,PHÂN TÍCH KỸ THUẬT 12/12 12:00,Phân tích kỹ thuật phiên chiều 12/12: Tín hiệu rủi ro vẫn còn,VN-Index và HNX-Index đồng loạt tăng điểm cùng với khối lượng giao dịch có sự cải thiện tốt trong phiên sáng cho thấy tâm lý nhà đầu tư dần lạc quan...,Neutral,0.3309459686279297
268,PHÂN TÍCH KỸ THUẬT 12/12 10:00,Ngày 12/12/2024: 10 cổ phiếu nóng dưới góc nhìn PTKT của Vietstock,"Các cổ phiếu nóng được phân tích trong báo cáo của Phòng Tư vấn Vietstock gồm: BCM, BVH, CTR, OCB, MSN, SHB, TCB, VPB, VJC và VNM.",Very Negative,0.5167316198348999
269,PHÂN TÍCH KỸ THUẬT 11/12 12:05,Phân tích kỹ thuật phiên chiều 11/12: Tiếp diễn trạng thái phân hóa,VN-Index và HNX-Index đồng loạt giảm điểm cùng với thanh khoản chưa có sự cải thiện rõ ràng trong phiên sáng cho thấy nhà đầu tư đang khá phân vân...,Neutral,0.3599696159362793
270,PHÂN TÍCH KỸ THUẬT 10/12 12:05,Phân tích kỹ thuật phiên chiều 10/12: Xuất hiện trạng thái phân hóa mạnh,VN-Index và HNX-Index đồng loạt tăng điểm cùng với khối lượng giao dịch chưa có sự cải thiện rõ ràng cho thấy tâm lý phân vân của các nhà đầu tư.,Neutral,0.2708556652069092
271,PHÂN TÍCH KỸ THUẬT 10/12 10:00,Ngày 10/12/2024: 10 cổ phiếu nóng dưới góc nhìn PTKT của Vietstock,"Các cổ phiếu nóng được phân tích trong báo cáo của Phòng Tư vấn Vietstock gồm: BCM, BVH, CTR, OCB, MSN, SHB, TCB, VPB, VJC và VNM.",Very Negative,0.4646866023540497
272,PHÂN TÍCH KỸ THUẬT 09/12 12:05,Phân tích kỹ thuật phiên chiều 09/12: Diễn biến giằng co,VN-Index và HNX-Index đồng loạt tăng điểm cùng với thanh khoản có sự sụt giảm đáng kể trong phiên sáng cho thấy nhà đầu tư đang khá phân vân trong...,Neutral,0.28535565733909607
273,PHÂN TÍCH KỸ THUẬT 09/12 10:00,Tuần 09-13/12/2024: 10 cổ phiếu nóng dưới góc nhìn PTKT của Vietstock,"Các cổ phiếu nóng được phân tích trong báo cáo của Phòng Tư vấn Vietstock gồm: BCM, BVH, CTR, OCB, MSN, SHB, TCB, VPB, VJC và VNM.",Very Negative,0.44011735916137695
274,PHÂN TÍCH KỸ THUẬT 08/12 07:30,Phân tích kỹ thuật chứng khoán Việt Nam: Tuần 09-13/12/2024,Chiến lược đầu tư & Phân tích kỹ thuật chuyên sâu thị trường chứng khoán Việt Nam.,Neutral,0.4359654486179352
275,PHÂN TÍCH KỸ THUẬT 06/12 12:06,Phân tích kỹ thuật phiên chiều 06/12: Tâm lý nhà đầu tư tiếp tục được cải thiện,VN-Index và HNX-Index đồng loạt tăng điểm cùng với khối lượng giao dịch có sự gia tăng đáng kể trong phiên sáng cho thấy tâm lý nhà đầu tư đang được...,Neutral,0.3630267083644867
276,PHÂN TÍCH KỸ THUẬT 05/12 12:00,Phân tích kỹ thuật phiên chiều 05/12: Tâm lý phân vân vẫn còn hiện hữu,VN-Index và HNX-Index đồng loạt tăng điểm cùng với thanh khoản chưa có sự cải thiện rõ ràng cho thấy nhà đầu tư còn khá phân vân trong giao dịch.,Neutral,0.4062308371067047
277,PHÂN TÍCH KỸ THUẬT 05/12 10:00,Ngày 05/12/2024: 10 cổ phiếu nóng dưới góc nhìn PTKT của Vietstock,"Các cổ phiếu nóng được phân tích trong báo cáo của Phòng Tư vấn Vietstock gồm: BCM, BVH, CTR, NLG, MSN, SHB, TCB, VPB, VIC và VNM.",Very Negative,0.5139350891113281
278,PHÂN TÍCH KỸ THUẬT 04/12 12:06,Phân tích kỹ thuật phiên chiều 04/12: Tiếp diễn trạng thái giằng co,VN-Index và HNX-Index tăng giảm trái chiều đồng thời xuất hiện mẫu hình nến Doji cho thấy nhà đầu tư đang khá phân vân trong giao dịch.,Neutral,0.31775498390197754
279,PHÂN TÍCH KỸ THUẬT 03/12 12:09,Phân tích kỹ thuật phiên chiều 03/12: Thị trường giằng co,VN-Index và HNX-Index tăng giảm trái chiều cùng với khối lượng giao dịch có sự gia tăng nhẹ trong phiên sáng cho thấy tâm lý nhà đầu tư vẫn còn phân...,Neutral,0.4029460847377777
280,PHÂN TÍCH KỸ THUẬT 03/12 10:00,Ngày 03/12/2024: 10 cổ phiếu nóng dưới góc nhìn PTKT của Vietstock,"Các cổ phiếu nóng được phân tích trong báo cáo của Phòng Tư vấn Vietstock gồm: BCM, BVH, CTR, NLG, MSN, SHB, TCB, VPB, VIC và VNM.",Very Negative,0.5226567387580872
281,PHÂN TÍCH KỸ THUẬT 02/12 12:03,Phân tích kỹ thuật phiên chiều 02/12: Trạng thái phân hóa chi phối thị trường,VN-Index và HNX-Index đồng loạt tăng điểm cùng với khối lượng giao dịch có sự sụt giảm nhẹ trong phiên sáng cho thấy tâm lý nhà đầu tư đang khá phân...,Neutral,0.31897595524787903
282,PHÂN TÍCH KỸ THUẬT 02/12 10:02,Tuần 02-06/12/2024: 10 cổ phiếu nóng dưới góc nhìn PTKT của Vietstock,"Các cổ phiếu nóng được phân tích trong báo cáo của Phòng Tư vấn Vietstock gồm: BCM, BVH, CTR, NLG, MSN, SHB, TCB, VPB, VIC và VNM.",Very Negative,0.48056894540786743
283,PHÂN TÍCH KỸ THUẬT 01/12 07:32,Phân tích kỹ thuật chứng khoán Việt Nam: Tuần 02-06/12/2024,Chiến lược đầu tư & Phân tích kỹ thuật chuyên sâu thị trường chứng khoán Việt Nam.,Neutral,0.41561394929885864
284,PHÂN TÍCH KỸ THUẬT 29/11 12:18,Phân tích kỹ thuật phiên chiều 29/11: Tâm lý nhà đầu tư tiếp tục được cải thiện,VN-Index và HNX-Index đồng loạt tăng điểm cùng với thanh khoản có sự cải thiện đáng kể trong phiên sáng cho thấy tâm lý nhà đầu tư dần lạc quan trở...,Neutral,0.33907273411750793
285,PHÂN TÍCH KỸ THUẬT 29/11 10:02,Tương lai Bitcoin (Kỳ 2): Thấy chu kỳ - Nắm long mạch!,"Trong mỗi chu kỳ tăng trưởng, BTC luôn hình thành các đỉnh mới và đáy mới cao hơn (Higher High, Higher Low) so với chu kỳ trước đó. Người viết cho...",Very Negative,0.5431044697761536
286,PHÂN TÍCH KỸ THUẬT 28/11 12:04,Phân tích kỹ thuật phiên chiều 28/11: Tín hiệu tốt xấu đan xen,VN-Index và HNX-Index diễn biến giằng co cùng thanh khoản có sự trồi sụt thất thường trong các phiên gần đây cho thấy tâm lý thiếu ổn định của nhà...,Very Positive,0.3180901110172272
287,PHÂN TÍCH KỸ THUẬT 28/11 10:00,Ngày 28/11/2024: 10 cổ phiếu nóng dưới góc nhìn PTKT của Vietstock,"Các cổ phiếu nóng được phân tích trong báo cáo của Phòng Tư vấn Vietstock gồm: BCM, KBC, HDB, NLG, MSN, SHB, TCB, VPB, VIC, VNM.",Very Negative,0.5609059929847717
288,PHÂN TÍCH KỸ THUẬT 27/11 12:06,Phân tích kỹ thuật phiên chiều 27/11: Yếu tố phân hóa chi phối thị trường,VN-Index và HNX-Index đồng loạt giảm điểm cùng với thanh khoản có sự sụt giảm đáng kể trong phiên sáng cho thấy nhà đầu tư đang khá cẩn trọng trong...,Neutral,0.3876369893550873
289,PHÂN TÍCH KỸ THUẬT 26/11 12:05,Phân tích kỹ thuật phiên chiều 26/11: Tâm lý nhà đầu tư được cải thiện,VN-Index và HNX-Index đồng loạt tăng điểm cùng với khối lượng giao dịch có sự gia tăng đáng kể trong phiên sáng cho thấy tâm lý nhà đầu tư dần lạc...,Neutral,0.3611564338207245
290,PHÂN TÍCH KỸ THUẬT 26/11 10:00,Ngày 26/11/2024: 10 cổ phiếu nóng dưới góc nhìn PTKT của Vietstock,"Các cổ phiếu nóng được phân tích trong báo cáo của Phòng Tư vấn Vietstock gồm: CTG, KBC, HDB, NLG, MSN, SHB, TCB, VPB, VIC và VNM.",Very Negative,0.5507754683494568
291,PHÂN TÍCH KỸ THUẬT 25/11 12:01,Phân tích kỹ thuật phiên chiều 25/11: Tâm lý phân vân còn hiện hữu,VN-Index và HNX-Index đồng loạt tăng điểm cùng với khối lượng giao dịch chưa có sự cải thiện rõ ràng trong phiên sáng cho thấy tâm lý nhà đầu tư đang...,Neutral,0.3511163592338562
292,PHÂN TÍCH KỸ THUẬT 25/11 10:00,Tuần 25-29/11/2024: 10 cổ phiếu nóng dưới góc nhìn PTKT của Vietstock,"Các cổ phiếu nóng được phân tích trong báo cáo của Phòng Tư vấn Vietstock gồm: CTG, KBC, HDB, NLG, MSN, SHB, TCB, VPB, VIC và VNM.",Very Negative,0.39572206139564514
293,PHÂN TÍCH KỸ THUẬT 24/11 07:30,Phân tích kỹ thuật chứng khoán Việt Nam: Tuần 25-29/11/2024,Chiến lược đầu tư & Phân tích kỹ thuật chuyên sâu thị trường chứng khoán Việt Nam.,Neutral,0.45726102590560913
294,PHÂN TÍCH KỸ THUẬT 22/11 12:03,Phân tích kỹ thuật phiên chiều 22/11: Xuất hiện trạng thái phân hóa,VN-Index và HNX-Index đồng loạt tăng điểm cùng với sự xuất hiện của mẫu hình nến Doji cho thấy nhà đầu tư đang khá phân vân trong giao dịch.,Very Negative,0.41008028388023376
295,PHÂN TÍCH KỸ THUẬT 22/11 10:02,Tương lai Bitcoin (Kỳ 1): “Kỷ nguyên tiền điện tử” xuất hiện?,"Sau khi kết quả bầu cử Tổng thống Mỹ năm 2024 được công bố, cơn sốt Bitcoin quay trở lại và chỉ trong chưa đầy một tháng, giá trị của đồng tiền điện...",Very Negative,0.5666148662567139
296,PHÂN TÍCH KỸ THUẬT 21/11 12:07,Phân tích kỹ thuật phiên chiều 21/11: Tâm lý phân vân bao trùm thị trường,VN-Index và HNX-Index đồng loạt tăng điểm đồng thời xuất hiện mẫu hình nến Doji cho thấy tâm lý nhà đầu tư đang khá phân vân.,Neutral,0.30811333656311035
297,PHÂN TÍCH KỸ THUẬT 21/11 10:00,Ngày 21/11/2024: 10 cổ phiếu nóng dưới góc nhìn PTKT của Vietstock,"Các cổ phiếu nóng được phân tích trong báo cáo của Phòng Tư vấn Vietstock gồm: CTG, KBC, HDB, NLG, MSN, SHB, TCB, VPB, VIC và VNM.",Very Negative,0.5417382121086121
298,PHÂN TÍCH KỸ THUẬT 20/11 12:05,Phân tích kỹ thuật phiên chiều 20/11: Tâm lý bi quan dần được cải thiện,VN-Index và HNX-Index đồng loạt tăng điểm cùng với khối lượng giao dịch có sự gia tăng đáng kể trong phiên sáng cho thấy tâm lý nhà đầu tư đang được...,Neutral,0.31544312834739685
299,PHÂN TÍCH KỸ THUẬT 19/11 12:07,Phân tích kỹ thuật phiên chiều 19/11: Quán tính rơi vẫn còn,VN-Index và HNX-Index giảm điểm cùng với khối lượng giao dịch có sự sụt giảm đáng kể trong phiên sáng cho thấy tâm lý thận trọng của các nhà đầu tư.,Neutral,0.34901291131973267
300,PHÂN TÍCH KỸ THUẬT 19/11 10:02,VietstockFinance: Ra mắt công cụ Technical Rating – bắt ngay tín hiệu mua bán cổ phiếu theo thời gian thực,VietstockFinance vừa được tích hợp bộ công cụ Technical Rating nhằm hỗ trợ nhà đầu tư xác định các tín hiệu mua bán cổ phiếu bất kỳ theo phân tích kỹ...,Very Negative,0.35973119735717773
301,PHÂN TÍCH KỸ THUẬT 19/11 10:00,Ngày 19/11/2024: 10 cổ phiếu nóng dưới góc nhìn PTKT của Vietstock,"Các cổ phiếu nóng được phân tích trong báo cáo của Phòng Tư vấn Vietstock gồm: CTG, KBC, HDB, NLG, MSN, SHB, TCB, VPB, VIC và VNM.",Very Negative,0.5386053919792175
302,PHÂN TÍCH KỸ THUẬT 18/11 12:06,Phân tích kỹ thuật phiên chiều 18/11: Tiếp đà giảm điểm mạnh,VN-Index và HNX-Index đồng loạt giảm điểm cùng với khối lượng giao dịch có sự sụt giảm mạnh trong phiên sáng cho thấy tâm lý nhà đầu tư đang khá thận...,Negative,0.3435661792755127
303,PHÂN TÍCH KỸ THUẬT 18/11 10:02,Tuần 18-22/11/2024: 10 cổ phiếu nóng dưới góc nhìn PTKT của Vietstock,"Các cổ phiếu nóng được phân tích trong báo cáo của Phòng Tư vấn Vietstock gồm: DPM, KBC, HDB, NLG, MSN, SHB, TCB, VPB, VHC và VNM.",Very Negative,0.4196702837944031
304,PHÂN TÍCH KỸ THUẬT 17/11 07:32,Phân tích kỹ thuật chứng khoán Việt Nam: Tuần 18-22/11/2024,Chiến lược đầu tư & Phân tích kỹ thuật chuyên sâu thị trường chứng khoán Việt Nam.,Neutral,0.4617232382297516
305,PHÂN TÍCH KỸ THUẬT 15/11 12:47,Phân tích kỹ thuật phiên chiều 15/11: Tâm lý nhà đầu tư đang khá tiêu cực,VN-Index và HNX-Index đồng loạt giảm điểm cùng với khối lượng giao dịch có sự gia tăng đáng kể trong phiên sáng cho thấy tâm lý nhà đầu tư đang không...,Neutral,0.31612592935562134
306,PHÂN TÍCH KỸ THUẬT 14/11 13:03,Phân tích kỹ thuật phiên chiều 14/11: Thị trường giằng co,VN-Index và HNX-Index đồng loạt giảm điểm cùng với thanh khoản có sự sụt giảm trong phiên sáng cho thấy tâm lý thận trọng của các nhà đầu tư.,Neutral,0.36502936482429504
307,PHÂN TÍCH KỸ THUẬT 14/11 10:00,Ngày 14/11/2024: 10 cổ phiếu nóng dưới góc nhìn PTKT của Vietstock,"Các cổ phiếu nóng được phân tích trong báo cáo của Phòng Tư vấn Vietstock gồm: DPM, KBC, HDB, NLG, MSN, SHB, TCB, VPB, VHC và VNM.",Very Negative,0.5258634090423584
308,PHÂN TÍCH KỸ THUẬT 13/11 12:03,Phân tích kỹ thuật phiên chiều 13/11: Thị trường diễn biến phân hóa,VN-Index và HNX-Index đồng loạt giảm điểm cùng với khối lượng giao dịch có sự gia tăng mạnh trong phiên sáng cho thấy tâm lý nhà đầu tư đang khá bi...,Neutral,0.30634310841560364
309,NHẬN ĐỊNH - PHÂN TÍCH 13/11 10:02,Phong vũ biểu thị trường Tháng 11/2024: Công nghiệp và tiêu dùng thiết yếu có nhiều triển vọng (Kỳ 2),"Trong hai tháng cuối cùng của năm 2024, nhóm công nghiệp và tiêu dùng thiết yếu đang có hiệu suất ngành với các giá trị thống kê nổi bật. Việc duy...",Very Negative,0.2820132374763489
310,PHÂN TÍCH KỸ THUẬT 12/11 12:09,Phân tích kỹ thuật phiên chiều 12/11: Thanh khoản sụt giảm đáng kể,VN-Index và HNX-Index tăng giảm trái chiều đồng thời xuất hiện mẫu hình nến Doji cho thấy nhà đầu tư đang khá phân vân.,Neutral,0.310726135969162
311,PHÂN TÍCH KỸ THUẬT 12/11 10:00,Ngày 12/11/2024: 10 cổ phiếu nóng dưới góc nhìn PTKT của Vietstock,"Các cổ phiếu nóng được phân tích trong báo cáo của Phòng Tư vấn Vietstock gồm: BVH, KBC, HDB, NLG, MSN, SHB, TCB, VPB, VHC và VNM.",Very Negative,0.5207929611206055
312,PHÂN TÍCH KỸ THUẬT 11/11 12:02,Phân tích kỹ thuật phiên chiều 11/11: Tâm lý bi quan xuất hiện trở lại,VN-Index và HNX-Index đồng loạt giảm điểm cùng với khối lượng giao dịch có sự gia tăng mạnh trong phiên sáng cho thấy tâm lý nhà đầu tư đang khá bi...,Very Negative,0.3390745222568512
313,PHÂN TÍCH KỸ THUẬT 11/11 10:02,Tuần 11-15/11/2024: 10 cổ phiếu nóng dưới góc nhìn PTKT của Vietstock,"Các cổ phiếu nóng được phân tích trong báo cáo của Phòng Tư vấn Vietstock gồm: BVH, KBC, HDB, NLG, MSN, SHB, TCB, VPB, VHC và VNM.",Very Negative,0.40755438804626465
314,PHÂN TÍCH KỸ THUẬT 10/11 07:32,Phân tích kỹ thuật chứng khoán Việt Nam: Tuần 11-15/11/2024,Chiến lược đầu tư & Phân tích kỹ thuật chuyên sâu thị trường chứng khoán Việt Nam.,Neutral,0.46377861499786377
315,PHÂN TÍCH KỸ THUẬT 08/11 12:27,Phân tích kỹ thuật phiên chiều 08/11: Thị trường diễn biến giằng co,VN-Index và HNX-Index đồng loạt giảm điểm cùng với thanh khoản có sự sụt giảm đáng kể trong phiên sáng cho thấy nhà đầu tư đang khá cẩn trọng trong...,Neutral,0.42299938201904297
316,PHÂN TÍCH KỸ THUẬT 07/11 12:06,Phân tích kỹ thuật phiên chiều 07/11: Tâm lý nhà đầu tư đang được cải thiện,VN-Index và HNX-Index đồng loạt tăng điểm cùng với thanh khoản có sự gia tăng nhẹ trong phiên sáng cho thấy tâm lý lạc quan đang quay trở lại.,Neutral,0.3564009368419647
317,NHẬN ĐỊNH - PHÂN TÍCH 07/11 10:02,Phong vũ biểu thị trường tháng 11/2024: Ngành nguyên vật liệu sắp phục hồi (Kỳ 1),Ngành nguyên vật liệu đang là một trong những ứng cử viên sáng giá trong giai đoạn tới khi công cuộc tái thiết sau thiệt hại do cơn bão Yagi và Trà...,Very Negative,0.2801932394504547
318,PHÂN TÍCH KỸ THUẬT 07/11 10:00,Ngày 07/11/2024: 10 cổ phiếu nóng dưới góc nhìn PTKT của Vietstock,"Các cổ phiếu nóng được phân tích trong báo cáo của Phòng Tư vấn Vietstock gồm: BVH, KBC, HDB, NLG, MSN, SHB, TCB, VPB, VHC và VNM.",Very Negative,0.5225135087966919
319,PHÂN TÍCH KỸ THUẬT 06/11 12:05,Phân tích kỹ thuật phiên chiều 06/11: Tâm lý bi quan dần được được cải thiện,VN-Index và HNX-Index đồng loạt tăng điểm cùng với khối lượng giao dịch có sự gia tăng trong phiên sáng cho thấy tâm lý nhà đầu tư đang được cải...,Neutral,0.2993544638156891
320,PHÂN TÍCH KỸ THUẬT 05/11 12:31,Phân tích kỹ thuật phiên chiều 05/11: Thị trường diễn biến phân hóa,VN-Index và HNX-Index đồng loạt giảm điểm đồng thời xuất hiện mẫu hình nến Doji cùng với thanh khoản có sự sụt giảm đáng kể trong phiên sáng cho thấy...,Negative,0.31335994601249695
321,PHÂN TÍCH KỸ THUẬT 05/11 10:00,Ngày 05/11/2024: 10 cổ phiếu nóng dưới góc nhìn PTKT của Vietstock,"Các cổ phiếu nóng được phân tích trong báo cáo của Phòng Tư vấn Vietstock gồm: BVH, GEX, HDB, NLG, MSN, STB, TCB, VPB, VHC và VNM.",Very Negative,0.5333717465400696
322,PHÂN TÍCH KỸ THUẬT 04/11 12:08,Phân tích kỹ thuật phiên chiều 04/11: Tâm lý bi quan đang hiện hữu,VN-Index và HNX-Index đồng loạt giảm điểm trong bối cảnh chỉ báo MACD duy trì tín hiệu bán cho thấy tình hình đang chuyển biến xấu.,Neutral,0.3307804465293884
323,PHÂN TÍCH KỸ THUẬT 04/11 10:00,Tuần 04-08/11/2024: 10 cổ phiếu nóng dưới góc nhìn PTKT của Vietstock,"Các cổ phiếu nóng được phân tích trong báo cáo của Phòng Tư vấn Vietstock gồm: BVH, GEX, HDB, NLG, MSN, STB, TCB, VPB, VHC và VNM.",Very Negative,0.500461995601654
324,PHÂN TÍCH KỸ THUẬT 03/11 07:30,Phân tích kỹ thuật chứng khoán Việt Nam: Tuần 04-08/11/2024,Chiến lược đầu tư & Phân tích kỹ thuật chuyên sâu thị trường chứng khoán Việt Nam.,Neutral,0.405291885137558
325,PHÂN TÍCH KỸ THUẬT 01/11 12:03,Phân tích kỹ thuật phiên chiều 01/11: Tâm lý thận trọng chi phối thị trường,VN-Index và HNX-Index đồng loạt giảm điểm cùng với thanh khoản có sự sụt giảm nhẹ trong phiên sáng cho thấy nhà đầu tư đang khá cẩn trọng trong giao...,Neutral,0.32284191250801086
326,PHÂN TÍCH KỸ THUẬT 31/10 12:09,Phân tích kỹ thuật phiên chiều 31/10: Tâm lý phân vân bao trùm thị trường,VN-Index và HNX-Index tăng giảm trái chiều đồng thời xuất hiện mẫu hình nến Doji cho thấy tâm lý phân vân của các nhà đầu tư.,Very Negative,0.2800635099411011
327,PHÂN TÍCH KỸ THUẬT 30/10 12:06,Phân tích kỹ thuật phiên chiều 30/10: Thị trường diễn biến phân hóa,VN-Index và HNX-Index tăng giảm trái chiều cùng với thanh khoản có sự sụt giảm nhẹ trong phiên sáng cho thấy nhà đầu tư đang khá cẩn trọng trong giao...,Very Negative,0.32267075777053833
328,NHẬN ĐỊNH - PHÂN TÍCH 30/10 10:02,Báo cáo Hàng hóa quý 4/2024 (Kỳ 2): Triển vọng tích cực dài hạn vẫn còn,"Phân tích và nhận định xu hướng của các loại hàng hóa quan trọng và được cộng đồng đầu tư quan tâm, các phân tích dưới đây có thể phục vụ cho mục...",Neutral,0.4809025824069977
329,PHÂN TÍCH KỸ THUẬT 29/10 12:32,Phân tích kỹ thuật phiên chiều 29/10: Tình hình đã bớt bi quan,VN-Index và HNX-Index đồng loạt tăng điểm cùng với khối lượng giao dịch có sự gia tăng nhẹ trong phiên sáng cho thấy tâm lý nhà đầu tư dần được cải...,Very Negative,0.44934913516044617
330,PHÂN TÍCH KỸ THUẬT 29/10 10:00,Ngày 29/10/2024: 10 cổ phiếu nóng dưới góc nhìn PTKT của Vietstock,"Các cổ phiếu nóng được phân tích trong báo cáo của Phòng Tư vấn Vietstock gồm: BVH, GEX, HDB, NLG, MSN, STB, TCB, VPB, VHC và VIC.",Very Negative,0.5645846128463745
331,PHÂN TÍCH KỸ THUẬT 28/10 12:03,Phân tích kỹ thuật phiên chiều 28/10: Tâm lý lạc quan chưa thể quay lại trong ngắn hạn,VN-Index và HNX-Index đồng loạt giảm điểm cùng với khối lượng giao dịch có sự sụt giảm nhẹ trong phiên sáng cho thấy tâm lý phân vân của các nhà đầu...,Very Negative,0.338837206363678
